Unnamed: 0,Name,Opening,Closing,Volume,Date,Opening_Price,Closing_Price,Volume_Traded
,28.0,,,,08-18-2024,34.05,3500.0,119175.0
,29.0,,,,08-18-2024,139.9608,0.0,0.0
,30.0,,,,08-18-2024,450.2691,27500.0,12382400.0
,31.0,,,,08-18-2024,1.0,10400.0,10400.0
,32.0,,,,08-18-2024,380.0,0.0,0.0
,33.0,,,,08-18-2024,300.0,100.0,30000.0
,34.0,,,,08-18-2024,7.02,4000.0,28080.0
,35.0,,,,08-18-2024,245.6,400.0,98240.0
,36.0,,,,08-18-2024,3.6,0.0,0.0
,37.0,,,,08-18-2024,867.3,0.0,0.0
,38.0,,,,08-18-2024,0.0018,0.0,0.0
,39.0,,,,08-18-2024,5.02,0.0,0.0
,40.0,,,,08-18-2024,28.0,700.0,19600.0
,1.0,,,,08-19-2024,700.0,300.0,210000.0
,2.0,,,,08-19-2024,19.5,1000.0,19500.0
,3.0,,,,08-19-2024,4.4706,1700.0,7600.0
,4.0,,,,08-19-2024,1.53,0.0,0.0
,5.0,,,,08-19-2024,2.64,0.0,0.0
,6.0,,,,08-19-2024,4500.0,0.0,0.0
,7.0,,,,08-19-2024,1500.0,0.0,0.0
,8.0,,,,08-19-2024,1507.562,0.0,0.0
,9.0,,,,08-19-2024,212.9,0.0,0.0
,10.0,,,,08-19-2024,296.2736,0.0,0.0
,11.0,,,,08-19-2024,1396.331,18900.0,26390650.0
,12.0,,,,08-19-2024,44.0447,9400.0,414020.0
,13.0,,,,08-19-2024,350.2186,0.0,0.0
,14.0,,,,08-19-2024,402.0,200.0,80400.0
,15.0,,,,08-19-2024,120.25,200.0,24050.0
,16.0,,,,08-19-2024,210.0,500.0,105000.0
,17.0,,,,08-19-2024,38.2565,0.0,0.0
,18.0,,,,08-19-2024,5.9248,41900.0,248248.0
,19.0,,,,08-19-2024,800.0,1300.0,1040000.0
,20.0,,,,08-19-2024,50.8905,159800.0,8132300.0
,21.0,,,,08-19-2024,255.0,300.0,76500.0
,22.0,,,,08-19-2024,591.0121,6600.0,3900680.0
,23.0,,,,08-19-2024,99.3589,0.0,0.0
,24.0,,,,08-19-2024,25.0,0.0,0.0
,25.0,,,,08-19-2024,350.0,0.0,0.0
,26.0,,,,08-19-2024,100.0,200.0,20000.0
,27.0,,,,08-19-2024,295.0,2800.0,826000.0
,28.0,,,,08-19-2024,34.05,3500.0,119175.0
,29.0,,,,08-19-2024,139.9608,0.0,0.0
,30.0,,,,08-19-2024,450.2691,27500.0,12382400.0
,31.0,,,,08-19-2024,1.0,10400.0,10400.0
,32.0,,,,08-19-2024,380.0,0.0,0.0
,33.0,,,,08-19-2024,300.0,100.0,30000.0
,34.0,,,,08-19-2024,7.02,4000.0,28080.0
,35.0,,,,08-19-2024,245.6,400.0,98240.0
,36.0,,,,08-19-2024,3.6,0.0,0.0
,37.0,,,,08-19-2024,867.3,0.0,0.0
,38.0,,,,08-19-2024,0.0018,0.0,0.0
,39.0,,,,08-19-2024,5.02,0.0,0.0
,40.0,,,,08-19-2024,28.0,700.0,19600.0
,1.0,,,,08-24-2024,718.75,800.0,575000.0
,2.0,,,,08-24-2024,19.5,0.0,0.0
,3.0,,,,08-24-2024,4.5,16400.0,73800.0
,4.0,,,,08-24-2024,1.5,0.0,0.0
,5.0,,,,08-24-2024,2.64,0.0,0.0
,6.0,,,,08-24-2024,4000.0,10100.0,40400000.0
,7.0,,,,08-24-2024,1500.0,0.0,0.0
,8.0,,,,08-24-2024,1398.721,2600.0,3636675.0
,9.0,,,,08-24-2024,212.9,0.0,0.0
,10.0,,,,08-24-2024,294.95,0.0,0.0
,11.0,,,,08-24-2024,1394.997,594300.0,829000000.0
,12.0,,,,08-24-2024,44.0099,24300.0,1069440.0
,13.0,,,,08-24-2024,354.8101,191000.0,67768740.0
,14.0,,,,08-24-2024,497.3667,3000.0,1492100.0
,15.0,,,,08-24-2024,120.25,0.0,0.0
,16.0,,,,08-24-2024,200.0,2100.0,420000.0
,17.0,,,,08-24-2024,41.5323,0.0,0.0
,18.0,,,,08-24-2024,5.5,5000.0,27500.0
,19.0,,,,08-24-2024,899.9641,0.0,0.0
,20.0,,,,08-24-2024,59.05,0.0,0.0
,21.0,,,,08-24-2024,239.94,189900.0,45564610.0
,22.0,,,,08-24-2024,600.0,2200.0,1320000.0
,23.0,,,,08-24-2024,77.0,171800.0,13228600.0
,24.0,,,,08-24-2024,25.0,0.0,0.0
,25.0,,,,08-24-2024,350.0,500.0,175000.0
,26.0,,,,08-24-2024,97.0,3000.0,291000.0
,27.0,,,,08-24-2024,280.0,200.0,56000.0
,28.0,,,,08-24-2024,39.0,800.0,31200.0
,29.0,,,,08-24-2024,139.9608,0.0,0.0
,30.0,,,,08-24-2024,400.0122,245900.0,98363000.0
,31.0,,,,08-24-2024,0.99,6400.0,6336.0
,32.0,,,,08-24-2024,378.0,0.0,0.0
,33.0,,,,08-24-2024,300.0,0.0,0.0
,34.0,,,,08-24-2024,7.0,0.0,0.0
,35.0,,,,08-24-2024,285.0,500.0,142500.0
,36.0,,,,08-24-2024,4.0,58700.0,234800.0
,37.0,,,,08-24-2024,748.925,0.0,0.0
,38.0,,,,08-24-2024,0.0018,0.0,0.0
,39.0,,,,08-24-2024,10.05,0.0,0.0
,40.0,,,,08-24-2024,28.0,15100.0,422800.0
,1.0,,,,08-25-2024,718.75,800.0,575000.0
,2.0,,,,08-25-2024,19.5,0.0,0.0
,3.0,,,,08-25-2024,4.5,16400.0,73800.0
,4.0,,,,08-25-2024,1.5,0.0,0.0
,5.0,,,,08-25-2024,2.64,0.0,0.0
,6.0,,,,08-25-2024,4000.0,10100.0,40400000.0
,7.0,,,,08-25-2024,1500.0,0.0,0.0
,8.0,,,,08-25-2024,1398.721,2600.0,3636675.0
,9.0,,,,08-25-2024,212.9,0.0,0.0
,10.0,,,,08-25-2024,294.95,0.0,0.0
,11.0,,,,08-25-2024,1394.997,594300.0,829000000.0
,12.0,,,,08-25-2024,44.0099,24300.0,1069440.0
,13.0,,,,08-25-2024,354.8101,191000.0,67768740.0
,14.0,,,,08-25-2024,497.3667,3000.0,1492100.0
,15.0,,,,08-25-2024,120.25,0.0,0.0
,16.0,,,,08-25-2024,200.0,2100.0,420000.0
,17.0,,,,08-25-2024,41.5323,0.0,0.0
,18.0,,,,08-25-2024,5.5,5000.0,27500.0
,19.0,,,,08-25-2024,899.9641,0.0,0.0
,20.0,,,,08-25-2024,59.05,0.0,0.0
,21.0,,,,08-25-2024,239.94,189900.0,45564610.0
,22.0,,,,08-25-2024,600.0,2200.0,1320000.0
,23.0,,,,08-25-2024,77.0,171800.0,13228600.0
,24.0,,,,08-25-2024,25.0,0.0,0.0
,25.0,,,,08-25-2024,350.0,500.0,175000.0
,26.0,,,,08-25-2024,97.0,3000.0,291000.0
,27.0,,,,08-25-2024,280.0,200.0,56000.0
,28.0,,,,08-25-2024,39.0,800.0,31200.0
,29.0,,,,08-25-2024,139.9608,0.0,0.0
,30.0,,,,08-25-2024,400.0122,245900.0,98363000.0
,31.0,,,,08-25-2024,0.99,6400.0,6336.0
,32.0,,,,08-25-2024,378.0,0.0,0.0
,33.0,,,,08-25-2024,300.0,0.0,0.0
,34.0,,,,08-25-2024,7.0,0.0,0.0
,35.0,,,,08-25-2024,285.0,500.0,142500.0
,36.0,,,,08-25-2024,4.0,58700.0,234800.0
,37.0,,,,08-25-2024,748.925,0.0,0.0
,38.0,,,,08-25-2024,0.0018,0.0,0.0
,39.0,,,,08-25-2024,10.05,0.0,0.0
,40.0,,,,08-25-2024,28.0,15100.0,422800.0
,1.0,,,,08-26-2024,718.75,800.0,575000.0
,2.0,,,,08-26-2024,19.5,0.0,0.0
,3.0,,,,08-26-2024,4.5,16400.0,73800.0
,4.0,,,,08-26-2024,1.5,0.0,0.0
,5.0,,,,08-26-2024,2.64,0.0,0.0
,6.0,,,,08-26-2024,4000.0,10100.0,40400000.0
,7.0,,,,08-26-2024,1500.0,0.0,0.0
,8.0,,,,08-26-2024,1398.721,2600.0,3636675.0
,9.0,,,,08-26-2024,212.9,0.0,0.0
,10.0,,,,08-26-2024,294.95,0.0,0.0
,11.0,,,,08-26-2024,1394.997,594300.0,829000000.0
,12.0,,,,08-26-2024,44.0099,24300.0,1069440.0
,13.0,,,,08-26-2024,354.8101,191000.0,67768740.0
,14.0,,,,08-26-2024,497.3667,3000.0,1492100.0
,15.0,,,,08-26-2024,120.25,0.0,0.0
,16.0,,,,08-26-2024,200.0,2100.0,420000.0
,17.0,,,,08-26-2024,41.5323,0.0,0.0
,18.0,,,,08-26-2024,5.5,5000.0,27500.0
,19.0,,,,08-26-2024,899.9641,0.0,0.0
,20.0,,,,08-26-2024,59.05,0.0,0.0
,21.0,,,,08-26-2024,239.94,189900.0,45564610.0
,22.0,,,,08-26-2024,600.0,2200.0,1320000.0
,23.0,,,,08-26-2024,77.0,171800.0,13228600.0
,24.0,,,,08-26-2024,25.0,0.0,0.0
,25.0,,,,08-26-2024,350.0,500.0,175000.0
,26.0,,,,08-26-2024,97.0,3000.0,291000.0
,27.0,,,,08-26-2024,280.0,200.0,56000.0
,28.0,,,,08-26-2024,39.0,800.0,31200.0
,29.0,,,,08-26-2024,139.9608,0.0,0.0
,30.0,,,,08-26-2024,400.0122,245900.0,98363000.0
,31.0,,,,08-26-2024,0.99,6400.0,6336.0
,32.0,,,,08-26-2024,378.0,0.0,0.0
,33.0,,,,08-26-2024,300.0,0.0,0.0
,34.0,,,,08-26-2024,7.0,0.0,0.0
,35.0,,,,08-26-2024,285.0,500.0,142500.0
,36.0,,,,08-26-2024,4.0,58700.0,234800.0
,37.0,,,,08-26-2024,748.925,0.0,0.0
,38.0,,,,08-26-2024,0.0018,0.0,0.0
,39.0,,,,08-26-2024,10.05,0.0,0.0
,40.0,,,,08-26-2024,28.0,15100.0,422800.0
,1.0,,,,09-10-2024,700.0,800.0,560000.0
,2.0,,,,09-10-2024,30.05,2400.0,72120.0
,3.0,,,,09-10-2024,4.0,100100.0,400400.0
,4.0,,,,09-10-2024,1.5,0.0,0.0
,5.0,,,,09-10-2024,2.64,0.0,0.0
,6.0,,,,09-10-2024,4300.0,0.0,0.0
,7.0,,,,09-10-2024,1500.0,0.0,0.0
,8.0,,,,09-10-2024,1000.687,2300.0,2301580.0
,9.0,,,,09-10-2024,212.9,0.0,0.0
,10.0,,,,09-10-2024,270.1136,0.0,0.0
,11.0,,,,09-10-2024,1414.09,31300.0,44261000.0
,12.0,,,,09-10-2024,76.7488,1105000.0,84807430.0
,13.0,,,,09-10-2024,371.8388,45400.0,16881480.0
,14.0,,,,09-10-2024,655.5,100.0,65550.0
,15.0,,,,09-10-2024,120.25,0.0,0.0
,16.0,,,,09-10-2024,193.0,100.0,19300.0
,17.0,,,,09-10-2024,35.0,400.0,14000.0
,18.0,,,,09-10-2024,6.0,0.0,0.0
,19.0,,,,09-10-2024,747.35,0.0,0.0
,20.0,,,,09-10-2024,60.25,0.0,0.0
,21.0,,,,09-10-2024,230.0,0.0,0.0
,22.0,,,,09-10-2024,600.0,0.0,0.0
,23.0,,,,09-10-2024,120.5,0.0,0.0
,24.0,,,,09-10-2024,50.0,0.0,0.0
,25.0,,,,09-10-2024,195.3,9346100.0,1830000000.0
,26.0,,,,09-10-2024,85.25,300.0,25575.0
,27.0,,,,09-10-2024,197.85,3800.0,751830.0
,28.0,,,,09-10-2024,46.0095,23700.0,1090425.0
,29.0,,,,09-10-2024,139.9608,0.0,0.0
,30.0,,,,09-10-2024,350.1389,3600.0,1260500.0
,31.0,,,,09-10-2024,1.1,0.0,0.0
,32.0,,,,09-10-2024,360.9091,0.0,0.0
,33.0,,,,09-10-2024,280.0,0.0,0.0
,34.0,,,,09-10-2024,6.99,0.0,0.0
,35.0,,,,09-10-2024,285.0,2200.0,627000.0
,36.0,,,,09-10-2024,3.8015,201800.0,767140.0
,37.0,,,,09-10-2024,633.3571,1400.0,886700.0
,38.0,,,,09-10-2024,0.0018,0.0,0.0
,39.0,,,,09-10-2024,4.6,0.0,0.0
,40.0,,,,09-10-2024,28.0194,28600.0,801355.0
,1.0,,,,10-27-2024,808,0,0
,2.0,,,,10-27-2024,57.0714,700,39950
,3.0,,,,10-27-2024,8.1705,7400,60462
,4.0,,,,10-27-2024,1.5,0,0
,5.0,,,,10-27-2024,2.64,0,0
,6.0,,,,10-27-2024,8030,500,4015000
,7.0,,,,10-27-2024,1560,0,0
,8.0,,,,10-27-2024,1700,400,680000
,9.0,,,,10-27-2024,281.5,0,0
,10.0,,,,10-27-2024,230,0,0
,11.0,,,,10-27-2024,2150.278,572800,1231679000
,12.0,,,,10-27-2024,43.0676,3400,146430
,13.0,,,,10-27-2024,481.2919,2240200,1078190000
,14.0,,,,10-27-2024,1124.5902,0,0
,15.0,,,,10-27-2024,120.25,0,0
,16.0,,,,10-27-2024,430.5,0,0
,17.0,,,,10-27-2024,79.5,100,7950
,18.0,,,,10-27-2024,6.26,0,0
,19.0,,,,10-27-2024,875,300,262500
,20.0,,,,10-27-2024,150,3000,450000
,21.0,,,,10-27-2024,265.5,0,0
,22.0,,,,10-27-2024,450,600,270000
,23.0,,,,10-27-2024,130,300,39000
,24.0,,,,10-27-2024,50,0,0
,25.0,,,,10-27-2024,325.55,0,0
,26.0,,,,10-27-2024,85.0012,20600,1751025
,27.0,,,,10-27-2024,175,100,17500
,28.0,,,,10-27-2024,65,0,0
,29.0,,,,10-27-2024,139,0,0
,30.0,,,,10-27-2024,525,1300,682500
,31.0,,,,10-27-2024,2.1716,110800,240613
,32.0,,,,10-27-2024,204.7946,664400,136065600
,33.0,,,,10-27-2024,280,0,0
,34.0,,,,10-27-2024,6.5,0,0
,35.0,,,,10-27-2024,249.95,2500,624875
,36.0,,,,10-27-2024,5.44,7100,38624
,37.0,,,,10-27-2024,850,0,0
,38.0,,,,10-27-2024,0.0018,0,0
,39.0,,,,10-27-2024,6,0,0
,40.0,,,,10-27-2024,42.8889,1800,77200Â Company NameOpeningPriceClosingPriceTotalTradedVolumeTotalTradedValue EQUITIES 1Afdis Distillers Limited80880800 2Amalgamated Regional Trading (Art) Holdings Limited6157.071470039950 3Ariston Holdings Limited9.028.1705740060462 4Bridgefort Capital Limited1.51.500 5Bridgefort Capital Limited Class B2.642.6400 6British American Tobacco Zimbabwe Limited700080305004015000 7Cafca Limited1560156000 8Cbz Holdings Limited17001700400680000 9Cfi Holdings Limited281.5281.500 10Dairibord Holdings Limited23023000 11Delta Corporation Limited2013.96082150.2785728001231679000 12Ecocash Holdings Zimbabwe Limited43.143.06763400146430 13Econet Wireless Zimbabwe Limited503.3333481.291922402001078190000 14Fbc Holdings Limited1124.59021124.590200 15Fidelity Life Assurance Limited120.25120.2500 16First Mutual Holdings Limited430.5430.500 17First Mutual Properties Limited79.974679.51007950 18General Beltings Holdings Limited6.266.2600 19Hippo Valley Estates Limited800875300262500 20Mashonaland Holdings Limited150.00451503000450000 21Masimba Holdings Limited265.5265.500 22Meikles Limited444450600270000 23Nampak Zimbabwe Limited12513030039000 24National Tyre Services Limited505000 25Nmbz Holdings Limited325.55325.5500 26Ok Zimbabwe Limited8485.0012206001751025 27Proplastics Limited17517510017500 28Rainbow Tourism Group Limited656500 29Riozim Limited13913900 30Seed Co Limited526.85251300682500 31Starafricacorporation Limited2.12.1716110800240613 32Tanganda Tea Company Limited200.2402204.7946664400136065600 33Tsl Limited28028000 34Turnall Holdings Limited6.56.500 35Unifreight Africa Limited250249.95250062487536Willdale Limited5.445.44710038624 37Zb Financial Holdings Limited85085000 38Zeco Holdings Limited0.00180.001800 39Zimbabwe Newspapers (1980) Limited6600 40Zimre Holdings Limited42.842.8889180077200
,,,,,10-27-2024,ClosingPrice,TotalTradedVolume,TotalTradedValue
,1.0,,,,10-28-2024,808,0,0
,2.0,,,,10-28-2024,57.0714,700,39950
,3.0,,,,10-28-2024,8.1705,7400,60462
,4.0,,,,10-28-2024,1.5,0,0
,5.0,,,,10-28-2024,2.64,0,0
,6.0,,,,10-28-2024,8030,500,4015000
,7.0,,,,10-28-2024,1560,0,0
,8.0,,,,10-28-2024,1700,400,680000
,9.0,,,,10-28-2024,281.5,0,0
,10.0,,,,10-28-2024,230,0,0
,11.0,,,,10-28-2024,2150.278,572800,1231679000
,12.0,,,,10-28-2024,43.0676,3400,146430
,13.0,,,,10-28-2024,481.2919,2240200,1078190000
,14.0,,,,10-28-2024,1124.5902,0,0
,15.0,,,,10-28-2024,120.25,0,0
,16.0,,,,10-28-2024,430.5,0,0
,17.0,,,,10-28-2024,79.5,100,7950
,18.0,,,,10-28-2024,6.26,0,0
,19.0,,,,10-28-2024,875,300,262500
,20.0,,,,10-28-2024,150,3000,450000
,21.0,,,,10-28-2024,265.5,0,0
,22.0,,,,10-28-2024,450,600,270000
,23.0,,,,10-28-2024,130,300,39000
,24.0,,,,10-28-2024,50,0,0
,25.0,,,,10-28-2024,325.55,0,0
,26.0,,,,10-28-2024,85.0012,20600,1751025
,27.0,,,,10-28-2024,175,100,17500
,28.0,,,,10-28-2024,65,0,0
,29.0,,,,10-28-2024,139,0,0
,30.0,,,,10-28-2024,525,1300,682500
,31.0,,,,10-28-2024,2.1716,110800,240613
,32.0,,,,10-28-2024,204.7946,664400,136065600
,33.0,,,,10-28-2024,280,0,0
,34.0,,,,10-28-2024,6.5,0,0
,35.0,,,,10-28-2024,249.95,2500,624875
,36.0,,,,10-28-2024,5.44,7100,38624
,37.0,,,,10-28-2024,850,0,0
,38.0,,,,10-28-2024,0.0018,0,0
,39.0,,,,10-28-2024,6,0,0
,40.0,,,,10-28-2024,42.8889,1800,77200Â Company NameOpeningPriceClosingPriceTotalTradedVolumeTotalTradedValue EQUITIES 1Afdis Distillers Limited80880800 2Amalgamated Regional Trading (Art) Holdings Limited6157.071470039950 3Ariston Holdings Limited9.028.1705740060462 4Bridgefort Capital Limited1.51.500 5Bridgefort Capital Limited Class B2.642.6400 6British American Tobacco Zimbabwe Limited700080305004015000 7Cafca Limited1560156000 8Cbz Holdings Limited17001700400680000 9Cfi Holdings Limited281.5281.500 10Dairibord Holdings Limited23023000 11Delta Corporation Limited2013.96082150.2785728001231679000 12Ecocash Holdings Zimbabwe Limited43.143.06763400146430 13Econet Wireless Zimbabwe Limited503.3333481.291922402001078190000 14Fbc Holdings Limited1124.59021124.590200 15Fidelity Life Assurance Limited120.25120.2500 16First Mutual Holdings Limited430.5430.500 17First Mutual Properties Limited79.974679.51007950 18General Beltings Holdings Limited6.266.2600 19Hippo Valley Estates Limited800875300262500 20Mashonaland Holdings Limited150.00451503000450000 21Masimba Holdings Limited265.5265.500 22Meikles Limited444450600270000 23Nampak Zimbabwe Limited12513030039000 24National Tyre Services Limited505000 25Nmbz Holdings Limited325.55325.5500 26Ok Zimbabwe Limited8485.0012206001751025 27Proplastics Limited17517510017500 28Rainbow Tourism Group Limited656500 29Riozim Limited13913900 30Seed Co Limited526.85251300682500 31Starafricacorporation Limited2.12.1716110800240613 32Tanganda Tea Company Limited200.2402204.7946664400136065600 33Tsl Limited28028000 34Turnall Holdings Limited6.56.500 35Unifreight Africa Limited250249.95250062487536Willdale Limited5.445.44710038624 37Zb Financial Holdings Limited85085000 38Zeco Holdings Limited0.00180.001800 39Zimbabwe Newspapers (1980) Limited6600 40Zimre Holdings Limited42.842.8889180077200
,,,,,10-28-2024,ClosingPrice,TotalTradedVolume,TotalTradedValue
,1.0,,,,12-28-2024,691.0,0.0,0.0
,2.0,,,,12-28-2024,32.65,0.0,0.0
,3.0,,,,12-28-2024,6.4444,4500.0,29000.0
,4.0,,,,12-28-2024,8036.0,0.0,0.0
,5.0,,,,12-28-2024,2050.0,0.0,0.0
,6.0,,,,12-28-2024,1000.0,100.0,100000.0
,7.0,,,,12-28-2024,418.0,0.0,0.0
,8.0,,,,12-28-2024,195.25,0.0,0.0
,9.0,,,,12-28-2024,1418.285,135100.0,192000000.0
,10.0,,,,12-28-2024,29.4269,9300.0,273670.0
,11.0,,,,12-28-2024,341.345,30200.0,10308620.0
,12.0,,,,12-28-2024,850.0,2400.0,2040000.0
,13.0,,,,12-28-2024,62.05,0.0,0.0
,14.0,,,,12-28-2024,443.5235,0.0,0.0
,15.0,,,,12-28-2024,123.1,0.0,0.0
,16.0,,,,12-28-2024,6.6,6700.0,44220.0
,17.0,,,,12-28-2024,781.0,100.0,78100.0
,18.0,,,,12-28-2024,210.0,0.0,0.0
,19.0,,,,12-28-2024,300.0,0.0,0.0
,20.0,,,,12-28-2024,130.0,0.0,0.0
,21.0,,,,12-28-2024,66.526,0.0,0.0
,22.0,,,,12-28-2024,330.0,65000.0,21450000.0
,23.0,,,,12-28-2024,53.0,3300.0,174900.0
,24.0,,,,12-28-2024,174.25,0.0,0.0
,25.0,,,,12-28-2024,60.25,0.0,0.0
,26.0,,,,12-28-2024,130.0,0.0,0.0
,27.0,,,,12-28-2024,270.0273,0.0,0.0
,28.0,,,,12-28-2024,2.2,54700.0,120340.0
,29.0,,,,12-28-2024,250.6,5000.0,1253000.0
,30.0,,,,12-28-2024,220.0,0.0,0.0
,31.0,,,,12-28-2024,6.0,163600.0,981600.0
,32.0,,,,12-28-2024,249.0,0.0,0.0
,33.0,,,,12-28-2024,3.51,143900.0,505089.0
,34.0,,,,12-28-2024,650.0,600.0,390000.0
,35.0,,,,12-28-2024,0.0018,0.0,0.0
,36.0,,,,12-28-2024,6.0,0.0,0.0
,37.0,,,,12-28-2024,18.7,9700.0,181390.0
,1.0,,,,12-29-2024,691.0,0.0,0.0
,2.0,,,,12-29-2024,32.65,0.0,0.0
,3.0,,,,12-29-2024,6.4444,4500.0,29000.0
,4.0,,,,12-29-2024,8036.0,0.0,0.0
,5.0,,,,12-29-2024,2050.0,0.0,0.0
,6.0,,,,12-29-2024,1000.0,100.0,100000.0
,7.0,,,,12-29-2024,418.0,0.0,0.0
,8.0,,,,12-29-2024,195.25,0.0,0.0
,9.0,,,,12-29-2024,1418.285,135100.0,192000000.0
,10.0,,,,12-29-2024,29.4269,9300.0,273670.0
,11.0,,,,12-29-2024,341.345,30200.0,10308620.0
,12.0,,,,12-29-2024,850.0,2400.0,2040000.0
,13.0,,,,12-29-2024,62.05,0.0,0.0
,14.0,,,,12-29-2024,443.5235,0.0,0.0
,15.0,,,,12-29-2024,123.1,0.0,0.0
,16.0,,,,12-29-2024,6.6,6700.0,44220.0
,17.0,,,,12-29-2024,781.0,100.0,78100.0
,18.0,,,,12-29-2024,210.0,0.0,0.0
,19.0,,,,12-29-2024,300.0,0.0,0.0
,20.0,,,,12-29-2024,130.0,0.0,0.0
,21.0,,,,12-29-2024,66.526,0.0,0.0
,22.0,,,,12-29-2024,330.0,65000.0,21450000.0
,23.0,,,,12-29-2024,53.0,3300.0,174900.0
,24.0,,,,12-29-2024,174.25,0.0,0.0
,25.0,,,,12-29-2024,60.25,0.0,0.0
,26.0,,,,12-29-2024,130.0,0.0,0.0
,27.0,,,,12-29-2024,270.0273,0.0,0.0
,28.0,,,,12-29-2024,2.2,54700.0,120340.0
,29.0,,,,12-29-2024,250.6,5000.0,1253000.0
,30.0,,,,12-29-2024,220.0,0.0,0.0
,31.0,,,,12-29-2024,6.0,163600.0,981600.0
,32.0,,,,12-29-2024,249.0,0.0,0.0
,33.0,,,,12-29-2024,3.51,143900.0,505089.0
,34.0,,,,12-29-2024,650.0,600.0,390000.0
,35.0,,,,12-29-2024,0.0018,0.0,0.0
,36.0,,,,12-29-2024,6.0,0.0,0.0
,37.0,,,,12-29-2024,18.7,9700.0,181390.0
,1.0,,,,12-30-2024,691.0,0.0,0.0
,2.0,,,,12-30-2024,32.65,0.0,0.0
,3.0,,,,12-30-2024,6.4444,4500.0,29000.0
,4.0,,,,12-30-2024,8036.0,0.0,0.0
,5.0,,,,12-30-2024,2050.0,0.0,0.0
,6.0,,,,12-30-2024,1000.0,100.0,100000.0
,7.0,,,,12-30-2024,418.0,0.0,0.0
,8.0,,,,12-30-2024,195.25,0.0,0.0
,9.0,,,,12-30-2024,1418.285,135100.0,192000000.0
,10.0,,,,12-30-2024,29.4269,9300.0,273670.0
,11.0,,,,12-30-2024,341.345,30200.0,10308620.0
,12.0,,,,12-30-2024,850.0,2400.0,2040000.0
,13.0,,,,12-30-2024,62.05,0.0,0.0
,14.0,,,,12-30-2024,443.5235,0.0,0.0
,15.0,,,,12-30-2024,123.1,0.0,0.0
,16.0,,,,12-30-2024,6.6,6700.0,44220.0
,17.0,,,,12-30-2024,781.0,100.0,78100.0
,18.0,,,,12-30-2024,210.0,0.0,0.0
,19.0,,,,12-30-2024,300.0,0.0,0.0
,20.0,,,,12-30-2024,130.0,0.0,0.0
,21.0,,,,12-30-2024,66.526,0.0,0.0
,22.0,,,,12-30-2024,330.0,65000.0,21450000.0
,23.0,,,,12-30-2024,53.0,3300.0,174900.0
,24.0,,,,12-30-2024,174.25,0.0,0.0
,25.0,,,,12-30-2024,60.25,0.0,0.0
,26.0,,,,12-30-2024,130.0,0.0,0.0
,27.0,,,,12-30-2024,270.0273,0.0,0.0
,28.0,,,,12-30-2024,2.2,54700.0,120340.0
,29.0,,,,12-30-2024,250.6,5000.0,1253000.0
,30.0,,,,12-30-2024,220.0,0.0,0.0
,31.0,,,,12-30-2024,6.0,163600.0,981600.0
,32.0,,,,12-30-2024,249.0,0.0,0.0
,33.0,,,,12-30-2024,3.51,143900.0,505089.0
,34.0,,,,12-30-2024,650.0,600.0,390000.0
,35.0,,,,12-30-2024,0.0018,0.0,0.0
,36.0,,,,12-30-2024,6.0,0.0,0.0
,37.0,,,,12-30-2024,18.7,9700.0,181390.0
